w	(danh từ) w, w (v kép).
way	(danh từ) (thông tục) vùng ở gần.
way	(danh từ) tình trạng, tình thế, tình hình; giả định, giả thuyết.
way	(danh từ) mức độ, chừng mực.
way	(danh từ) loại.
way	(danh từ) mặt, phương diện.
way	(danh từ) sự tiến bộ, sự thịnh vượng.
way	(danh từ) quy mô; ngành kinh doanh; phạm vi hoạt động.
way	(danh từ) (hàng hải) sự chạy; tốc độ.
way	(danh từ) (từ mỹ, nghĩa mỹ) đằng.
way-bill	(danh từ) bản kê khai hàng hoá; danh sách hành khách (trên một chuyến tàu...).
way-leave	(danh từ) phép đi qua.
way-leave	(danh từ) (hàng không) quyền bay qua.
way-station	(danh từ) (từ mỹ, nghĩa mỹ), (ngành đường sắt) ga xép.
way-train	(danh từ) (từ mỹ, nghĩa mỹ), (ngành đường sắt) xe chậm, xe vét.
way-up	(tính từ) (từ mỹ, nghĩa mỹ; tiếng lóng) tuyệt vời; cực kì.
way-worn	(tính từ) mệt mỏi vì đi nhiều.
waybill	(danh từ) vận đơn (danh sách hành khách hoặc hàng hoá do một xe cộ chuyên chở, với nơi đến của khách hoặc hàng).
wayfare	(danh từ) (từ cổ, nghĩa cổ) cuộc du lịch, cuộc chu du.
wayfarer	(danh từ) người đi bộ đi du lịch.
wayfaring	(tính từ) đi bộ đi du lịch.
waylaid	(ngoại động từ) quá khứ & quá khứ phân từ của waylay.
waylay	(ngoại động từ) mai phục, rình (ai đi qua để bắt, cướp, gặp mặt).
wayless	(tính từ) không có đường đi (vùng).
waymark	(danh từ) cột báo (trên đường); cột mốc; cột định hướng (như) waypost.
waypost	(danh từ) xem waymark.
ways and means advandces	(danh từ) (kinh tế học) tạm ứng.
wayside	(danh từ) bờ đường, lề đường.
wayside	(tính từ) (thuộc) bờ đường, ở bờ đường.
wayward	(tính từ) ương ngạnh, bướng bỉnh (trẻ con...).
wayward	(tính từ) hay thay đổi, bất thường (tính tình).
waywardness	(danh từ) tính ương ngạnh, tính bướng bỉnh.
waywardness	(danh từ) tính bất thường, tính hay thay đổi.
wayzgoose	(danh từ) cuộc liên hoan hằng năm của nhà in.
wazir	(danh từ) tể tướng (ả rập).
wcc	(viết tắt) hội đồng nhà thờ thế giới (world council of churches).
we	(danh từ) chúng tôi, chúng ta.
wea	(viết tắt) hiệp hội giáo dục công nhân (workers educational assocition).
weak	(tính từ) yếu, yếu ớt.
weak	(tính từ) thiếu nghị lực, yếu đuối, mềm yếu, nhu nhược.
weak	(tính từ) kém, non; thiếu quá.
weak	(tính từ) loãng, nhạt.
weak-eyed	(tính từ) mắt kém.
weak-headed	(tính từ) kém thông minh.
weak-hearted	(tính từ) nhút nhát.
weak-hearted	(tính từ) tốt bụng; nhân hậu; dễ mềm lòng.
weak-kneed	(tính từ ((thường) bóng)) không thể đứng vững.
weak-kneed	(tính từ ((thường) bóng)) thiếu quyết tâm.
weak-kness	(danh từ ((thường) bóng)) tình trạng không thể đứng vững.
weak-kness	(danh từ ((thường) bóng)) tình trạng thiếu quyết tâm.
weak-minded	(tính từ) kém thông minh.
weak-mindedly	(phó từ) thiếu quyết tâm, thiếu óc phán đoán.
weak-mindedly	(phó từ) kém thông minh, đần.
weak-mindedness	(danh từ) sự thiếu quyết tâm, sự thiếu óc phán đoán.
weak-mindedness	(danh từ) sự kém thông minh, sự đần.
weak-sighted	(tính từ) xem weak-headed.
weak-spirited	(tính từ) mềm yếu, thiếu can đảm.
weaken	(ngoại động từ) làm yếu đi, làm nhụt.
weaken	(nội động từ) yếu đi, nhụt đi.
weakening	(danh từ) sự làm yếu; sự suy yếu, sự suy nhược, sự nhụt đi.
weakish	(tính từ) (thông tục) hơi yếu, hơi kém, hơi non.
weakliness	(danh từ) tính chất ốm yếu.
weakling	(danh từ) người yếu ớt, người ốm yếu.
weakling	(danh từ) người nhu nhược.
weakly	(tính từ) yếu, yếu ớt, ốm yếu.
weakly	(phó từ) yếu ớt.
weakly	(phó từ) hơi, hơi hơi.
weakly stationary	(danh từ) (kinh tế học) không chuyển động hàng tuần.
weakness	(danh từ) tính chất yếu, tính yếu đuối, tính yếu ớt; sự ốm yếu.
weakness	(danh từ) tính nhu nhược, tính mềm yếu (tính tình).
weakness	(danh từ) tính chất non kém (trí nhớ, trình độ).
weakness	(danh từ) điểm yếu, nhược điểm.
weakness	(danh từ) tính ưa chuộng, tính thích, tính nghiện.
weal	(danh từ) hạnh phúc, cảnh sung sướng.
weal	(danh từ) lằn roi.
weal	(ngoại động từ) quất, vụt.
wealth	(danh từ) sự giàu có, sự giàu sang.
wealth	(danh từ) tính chất có nhiều, sự phong phú.
wealth	(danh từ) của cải.
wealth	(danh từ) (từ cổ, nghĩa cổ) sự thịnh vượng; hạnh phúc.
wealthily	(phó từ) giàu, giàu có.
wealthily	(phó từ) phong phú.
wealthiness	(danh từ) tính chất giàu có.
wealthiness	(danh từ) tính chất phong phú.
wealthy	(tính từ) giàu, giàu có.
wealthy	(tính từ) phong phú.
wealthy	(danh từ) the wealthy những người giàu có.
wean	(ngoại động từ) thôi cho bú, cai sữa.
wean	(ngoại động từ) làm cho bỏ, làm cho dứt bỏ.
weaning	(danh từ) sự thôi cho bú, sự cai sữa.
weanling	(danh từ) đứa bé mới cai sữa; thú nhỏ mới thôi bú.
weapon	(danh từ) vũ khí (nghĩa đen & nghĩa bóng).
weaponed	(tính từ) có vũ khí, mang vũ khí, vũ trang.
weaponeer	(danh từ (quân sự)) chuyên gia về võ khí.
weaponeer	(danh từ (quân sự)) kỹ sư mồi bom nguyên tử (chuẩn bị để ném).
weaponization	(danh từ) (quân sự) sự trang bị vũ khí; sự vũ trang.
weaponless	(tính từ) không có vũ khí.
weaponry	(danh từ) các vũ khí.
wear	(danh từ) sự mang; sự dùng; sự mặc.
wear	(danh từ) quần áo; giầy dép.
wear	(danh từ) sự chịu mòn, sự mặc được, sự dùng được.
wear	(danh từ) sự hao mòn, sự mòn; (pháp lý) sự hư hỏng (nhà cửa).
wear	(danh từ) (kỹ thuật) sự mòn.
wear	(danh từ) (tài chính) sự giảm trọng lượng (tiền vàng hay bạc, vì mòn).
wear	(ngoại động từ) mang, đeo; mặc; để (râu, tóc); đội (mũ).
wear	(ngoại động từ) dùng mòn, dùng cũ, dùng hỏng; làm cho tiều tuỵ; làm cho hao mòn, phá hoại dần (nghĩa đen & nghĩa bóng).
wear	(ngoại động từ) dùng mãi cho quen, dùng mãi cho vừa, dùng mãi cho khớp.
wear	(ngoại động từ) có (vẻ), tỏ (vẻ), tỏ ra, có, mang.
wear	(nội động từ) mòn đi, bị mòn; bị dùng hỏng, cũ đi.
wear	(nội động từ) dần dần quen, dần dần vừa.
wear	(nội động từ) dùng, dùng được.
wear	(nội động từ) (nghĩa bóng) dần dần trở nên.
wear and tear	(danh từ) (kinh tế học) khấu hao.
wear-proof	(tính từ) bền; khó mòn; khó rách.
wearable	(tính từ) có thể mặc được, có thể bận được (quần áo); có thể đi (mang) được (giày dép...); có thể đội được (mũ).
wearer	(danh từ) người mang, người đeo; người mặc; người đội.
wearied	(tính từ) mệt, mệt mỏi, mệt nhọc.
wearied	(tính từ) chán, chán ngắt.
weariedness	(danh từ) sự mệt mỏi, sự mệt nhọc.
weariedness	(danh từ) sự chán, sự chán ngắt.
wearies	(danh từ) (thông tục) nỗi buồn; nỗi sầu muộn.
weariful	(tính từ) mệt nhọc; buồn chán; tẻ nhạt.
weariful	(tính từ) mệt mỏi; chán ngán.
weariless	(tính từ) không mệt mỏi, không biết mệt.
wearily	(phó từ) rất mệt, mệt lử, kiệt sức (nhất là do cố gắng hoặc chịu đựng).
wearily	(phó từ) không còn quan tâm đến, không còn hứng thú về cái gì; chán cái gì.
wearily	(phó từ) gây ra mệt mỏi, gây ra buồn chán.
wearily	(phó từ) tỏ ra mệt mỏi.
weariness	(tính từ) sự mệt mỏi, sự mệt nhọc.
weariness	(tính từ) sự chán ngắt.
wearing	(tính từ) làm cho mệt mỏi.
wearisome	(tính từ) mệt, mệt nhọc, làm mệt.
wearisome	(tính từ) chán ngắt; tẻ nhạt.
wearisomeness	(danh từ) tính chất mệt nhọc, tính chất làm mệt.
wearisomeness	(danh từ) tính chất chán ngắt; tính chất tẻ nhạt.
weary	(tính từ) mệt, mệt mỏi, rã rời, mệt lử.
weary	(tính từ) chán, ngấy, chán ngắt.
weary	(ngoại động từ) làm cho mỏi mệt.
weary	(ngoại động từ) làm cho chán ngắt.
weary	(nội động từ) trở nên mệt, mệt.
weary	(nội động từ) mong mỏi.
weary	(nội động từ) chán.
wearying	(tính từ) mệt mỏi; buồn chán.
weasand	(danh từ) khí quản thực quản.
weasand	(danh từ) họng, cổ họng, cuống họng.
weasand	(danh từ) (số nhiều) vỏ xúc xích làm bằng cổ họng bò.
weasel	(danh từ) (động vật học) con chồn.
weasel word	(danh từ) <mỹ, thgt> từ, thành ngữ làm giảm bớt sức mạnh của điều đang nói, được dùng khi muốn tránh cam kết một tuyên bố dứt khoát.
weasel-faced	(tính từ) mặt chồn (có nét ranh mãnh khó ưa).
weath	(danh từ) (kinh tế học) của cải.
weath effect	(danh từ) (kinh tế học) hiệu ứng của cải.
weath tax	(danh từ) (kinh tế học) thuế của cải.
weather	(danh từ) thời tiết, tiết trời.
weather	(danh từ) bản thông báo thời tiết (đăng trên báo).
weather	(danh từ) cảnh giác đề phòng.
weather	(danh từ) khổ vì, điêu đứng vì.
weather	(danh từ) khó ở, hơi mệt, .
weather	(ngoại động từ) dầm mưa dãi gió; để nắng mưa làm hỏng; phơi nắng phơi sương.
weather	(ngoại động từ) (hàng hải) thừa gió vượt qua, căng buồm vượt qua (một mũi đất); vượt qua (cơn bão).
weather	(ngoại động từ) (nghĩa bóng) vượt qua, chiến thắng.
weather	(ngoại động từ) (thương mại) làm giả sắc cũ, làm giả nước cũ.
weather	(nội động từ) mòn, rã ra, đổi màu (vì gió mưa).
weather	(nội động từ) thoát khỏi, khắc phục được, vượt được.
weather-beaten	(tính từ) lộng gió (bờ biển).
weather-beaten	(tính từ) sạm nắng (da); dày dạn phong sương (người).
weather-beaten	(tính từ) hỏng nát vì mưa gió.
weather-board	(danh từ) ván nghiêng để ngăn không cho mưa gió lọt vào (nhất là ván đóng ở chân cửa).
weather-boarding	(danh từ) ván lá sách (loạt ván nghiêng, cái nọ trùm lên một phần cái bên dưới, gắn ở bên ngoài tường nhà để bảo vệ tường).
weather-bound	(tính từ) bị thời tiết xấu ngăn trở.
weather-brained	(tính từ) xem weather-headed.
weather-bureau	(danh từ) sở khí tượng.
weather-chart	(danh từ) bản đồ thời tiết.
weather-eye	(danh từ) khả năng dự đoán thời tiết.
weather-eye	(danh từ) tính cẩn thận, thận trọng.
weather-forecast	(danh từ) sự báo thời tiết.
weather-gage	(anh từ) xem weather-gauge.
weather-gauge	(anh từ) xem weather-glass.
weather-glass	(danh từ) phong vũ biểu.
weather-headed	(tính từ) (từ cổ, nghĩa cổ) nhẹ dạ; xốc nổi.
weather-map	(danh từ) bản đồ thời tiết.
weather-proof	(tính từ) chịu được nắng mưa.
weather-service	(danh từ) cục thời tiết; nha khí tượng.
weather-stained	(tính từ) phai bạc vì nắng mưa.
weather-station	(danh từ) trạm khí tượng.
weather-vane	(danh từ) chong chóng chỉ chiều gió.
weather-wise	(tính từ) giỏi đoán thời tiết.
weather-wise	(tính từ) (từ mỹ, nghĩa mỹ), (nghĩa bóng) tài dự đoán những phản ứng và thay đổi của dư luận.
weather-worn	(tính từ) dãi dầu mưa nắng.
weathercock	(danh từ) chong chóng (chỉ chiều) gió.
weathercock	(danh từ) (nghĩa bóng) người hay thay đổi ý kiến, người hay xoay chiều.
weatherd	(tính từ) chịu được gió bão (tàu thuyền).
weatherd	(tính từ) (nghĩa bóng) được tôi luyện; từng trải (người).
weatherd	(tính từ) dãi dầu sương gió.
weathering	(danh từ) thời tiết, nắng mưa, gió mưa, tuyết sương.
weathering	(danh từ) sự mòn, sự vụn, sự rã ra, sự đổi màu (vì nắng mưa), sự dãi nắng dầm mưa.
weathering	(danh từ) (địa lý, địa chất) sự phong hoá.
weatherman	(danh từ) (từ mỹ, nghĩa mỹ), (thông tục) nhà khí tượng học.
weatherproof	(tính từ) có thể chịu được (mưa, gió, tuyết ); có thể ngăn được (mưa, gió, tuyết ).
weave	(danh từ) kiểu, dệt.
weave	(ngoại động từ) dệt.
weave	(ngoại động từ) đan, kết lại.
weave	(ngoại động từ) (nghĩa bóng) kết lại; thêu dệt, bày ra.
weave	(nội động từ) dệt.
weave	(nội động từ) (từ mỹ, nghĩa mỹ), (thông tục) đi len lỏi, đi quanh co.
weave	(nội động từ) lắc lư, đua đưa.
weave	(nội động từ) (quân sự), (hàng không) bay tránh.
weaver	(danh từ) người dệt vải, thợ dệt.
weaver-bird	(danh từ) chim sâu (chim vùng nhiệt đới, đan kết lá cây, cỏ, cành con làm tổ).
weaving	(danh từ) sự dệt.
weazen	(tính từ) khô xác, nhăn nheo.
weazened	(tính từ) khô xác, nhăn nheo.
web	(danh từ) vi dệt; tấm vi.
web	(danh từ) súc giấy, cuộn giấy lớn.
web	(danh từ) (động vật học) mạng.
web	(danh từ) (động vật học) t (lông chim).
web	(danh từ) (động vật học) màng da (ở chân vịt...).
web	(danh từ) (kiến trúc) thân (thanh rầm).
web	(danh từ) (kỹ thuật) đĩa (bánh xe), mỏ (chìa khoá); lưỡi (cưa); thân (của thanh ray).
web	(danh từ) một mớ chuyện dối trá.
web	(danh từ) cuộc đời; số phận con người.
web-footed	(tính từ) (động vật học) có chân màng (như con vịt).
web-toed	(tính từ) (động vật học) có chân màng (như con vịt).
web-wheel	(danh từ) lưỡi cưa đĩa.
web-winged	(tính từ) (động vật học) có cánh màng (như con di).
web-worm	(danh từ) sâu kéo màng.
webbed	(tính từ) (động vật học) có màng chân.
webbing	(danh từ) vi làm đai.
webbing	(danh từ) nịt, đai.
webby	(tính từ) thuộc mạng nhện; giống mạng nhện.
webby	(tính từ) (động vật) có màng; có màng bơi.
weberian location theory	(danh từ) (kinh tế học) lý thuyết weber về vị trí .
webster	(danh từ) (từ cổ, nghĩa cổ) thợ dệt.
wed	(ngoại động từ) g chồng, cưới vợ cho; kết hôn với; làm lễ cưới cho.
wed	(ngoại động từ) kết hợp, hoà hợp.
wed	(nội động từ) lấy nhau, cưới nhau, kết hôn.
wedded	(tính từ) (thuộc) vợ chồng; có vợ, có chồng.
wedded	(tính từ) (nghĩa bóng) kết hợp, hoà hợp.
wedded	(tính từ) trung thành với, ràng buộc chặt chẽ, gắn bó với.
wedding	(danh từ) lễ cưới.
wedding breakfast	(danh từ) tiệc cưới (bữa ăn đặc biệt cho cô dâu chú rể cùng với họ hàng, bạn bè sau lễ cưới).
